"id","pageid","revid","title","section","text"
"12","10","97718531","言語","{'dt': None, 'h2': '世界の言語', 'h3': None, 'h4': None}","現在世界に存在する言語の数は千数百とも数千とも言われる。1939年にアメリカのルイス・ハーバート・グレイ(en:Louis Herbert Gray)は著書 Foundations of Language において「2796言語」と唱え、1979年にドイツのマイヤーが4200から5600言語と唱えており、三省堂の『言語学大辞典』「世界言語編」では8000超の言語を扱っている。しかし、正確に数えることはほぼ不可能である。これは、未発見の言語や、消滅しつつある言語があるためだけではなく、原理的な困難があるためでもある。似ているが同じではない「言語」が隣り合って存在しているとき、それは一つの言語なのか別の言語なのか区別することは難しい。これはある人間集団を「言語の話者」とするか「方言の話者」とするかの問題でもある。たとえば、旧ユーゴスラビアに属していたセルビア、クロアチア、ボスニア・ヘルツェゴビナ、モンテネグロの4地域の言語は非常に似通ったものであり、学術的には方言連続体であるセルビア・クロアチア語として扱われる。また旧ユーゴスラビアの政治上においても国家統一の観点上、これらの言語は同一言語として扱われていた。しかし1991年からのユーゴスラビア紛争によってユーゴスラビアが崩壊すると、独立した各国は各地方の方言をそれぞれ独立言語として扱うようになり、セルビア語、クロアチア語、ボスニア語の三言語に政治的に分けられるようになった。さらに2006年にモンテネグロがセルビア・モンテネグロから独立すると、モンテネグロ語がセルビア語からさらに分けられるようになった。こうした、明確な標準語を持たず複数の言語中心を持つ言語のことを複数中心地言語と呼び、英語などもこれに含まれる。"
"13","10","97718531","言語","{'dt': None, 'h2': '世界の言語', 'h3': None, 'h4': None}","逆に、中国においては北京語やそれを元に成立した普通話と、上海語や広東語といった遠隔地の言語とは差異が大きく会話が成立しないほどであるが、書き言葉は共通であり、またあくまでも中国語群には属していて対応関係が明確であるため、これら言語はすべて中国語内の方言として扱われている。同じ言語かどうかを判定する基準として、相互理解性を提唱する考えがある。話者が相手の言うことを理解できる場合には、同一言語、理解できない場合には別言語とする。相互理解性は言語間の距離を伝える重要な情報であるが、これによって一つの言語の範囲を確定しようとすると、技術的難しさにとどまらない困難に直面する。一つは、Aの言うことをBが聞き取れても、Bの言うことをAが聞き取れないような言語差があることである。もう一つは、同系列の言語が地理的な広がりの中で徐々に変化している場合に、どこで、いくつに分割すべきなのか、あるいはまったく分割すべきでないのかを決められないことである。こうした困難に際しても、単一の基準を決めて分類していくことは、理屈の上では可能である。しかしあえて単一基準を押し通す言語学者は現実にはいない。ある集団を「言語話者」とするか「方言話者」とするかには、政治的・文化的アイデンティティの問題が深く関係している。どのような基準を設けようと、ある地域で多くの賛成を得られる分類基準は、別の地域で強い反発を受けることになる。そうした反発は誤りだと言うための論拠を言語学はもっていないので、結局は慣習に従って、地域ごとに異なる基準を用いて分類することになる。言語と方言の区別について、現在なされる説明は二つである。"
"14","10","97718531","言語","{'dt': None, 'h2': '世界の言語', 'h3': None, 'h4': None}","第一は、言語と方言の区別にはなんら言語学的意味はないとする。第二のものはまず、どの方言もそれぞれ言語だとする。その上で、ある標準語に対して非標準語の関係にある同系言語を、方言とする。標準語の選定は政治によるから、これもまた「言語と方言の区別に言語学的意味はない」とする点で、第一と同じである。この定義では、言語を秤にかけて判定しているのではなく、人々がその言語をどう思っているかを秤にかけているのである。ある言語同士が独立の言語同士なのか、同じ言語の方言同士なのかの判定は非常に恣意的であるが、その一方で、明確に系統関係が異なる言語同士は、たとえ共通の集団で話されていても、方言同士とはみなされないという事実も有る。たとえば、中国甘粛省に住む少数民族ユーグ族は西部に住むものはテュルク系の言語を母語とし、東部に住むものはモンゴル系の言語を母語としている。両者は同じ民族だという意識があるが、その言語は方言同士ではなく、西部ユーグ語、東部ユーグ語と別々の言語として扱われる。また海南島にすむ臨高人も民族籍上は漢民族であるが、その言語は漢語の方言としては扱われず、系統どおりタイ・カダイ語族の臨高語として扱われる。使用する文字は同言語かどうかの判断基準としてはあまり用いられない。言語は基本的にどの文字でも表記可能なものであり、ある言語が使用する文字を変更することや二種以上の文字を併用することは珍しいことではなく、また文法などに文字はさほど影響を与えないためである。デーヴァナーガリー文字を用いるインドの公用語であるヒンディー語とウルドゥー文字を用いるパキスタンの公用語であるウルドゥー語は、ヒンドゥスターニー語として同一言語または方言連続体として扱われることがある。"
"15","10","97718531","言語","{'dt': None, 'h2': '話者数の統計順位', 'h3': '母語話者統計で見た話者数', 'h4': None}","下表の母語話者数および分類は、『エスノローグ第21版』に準拠する。同資料は2021年時点の推計で、中国語は13方言、アラビア語は20方言、ラフンダー語は4方言の合計である。"
"16","10","97718531","言語","{'dt': None, 'h2': '話者数の統計順位', 'h3': '母語話者数と総話者数の差', 'h4': None}","上図の通り、最も母語話者の多い言語は中国語であるが、公用語としている国家は中華人民共和国と中華民国、それにシンガポールの3つの国家にすぎず、世界において広く使用されている言語というわけではない。また、共通語である普通話を含め, 13個の方言が存在する。上記の資料で話者数2位の言語はスペイン語である。これはヨーロッパ大陸のスペインを発祥とする言語であるが、17世紀のスペインによる新大陸の植民地化を経て、南アメリカおよび北アメリカ南部における広大な言語圏を獲得した。2021年度においてスペイン語を公用語とする国々は21カ国にのぼる。さらにほぼ同系統の言語である5位のポルトガル語圏を合わせた新大陸の領域はラテンアメリカと呼ばれ、広大な共通言語圏を形成している。上記の資料で英語の話者人口は4位だが、公用語としては55か国と最も多くの国で話されている。さらに、英語はアメリカ合衆国やイギリスの公用語であるため世界で広く重要視されている。"
"17","10","97718531","言語","{'dt': None, 'h2': '話者数の統計順位', 'h3': '母語話者数と総話者数の差', 'h4': None}","世界の一体化に伴い研究やビジネスなども英語で行われる場面が増え、非英語圏どうしの住民の交渉においても共通語として英語を使用する場合があるなど、英語の世界共通語としての影響力は増大していく傾向にある。英語に次ぐ国際語としては、17世紀から19世紀まで西洋で最も有力な国際語であったフランス語が挙げられる。フランス語の話者は2億3000万人とトップ5にも入らないが、フランス語を公用語とする国々はアフリカの旧フランス植民地を中心に29カ国にのぼる。話者数7位のアラビア語も広い共通言語圏を持つ言語である。アラビア語はクルアーンの言語としてイスラム圏全域に使用者がおり、とくに北アフリカから中東にかけて母語話者が多いが、公用語とする国々は23カ国にのぼっていて、ひとつのアラブ文化圏を形成している。ただしこれも文語であるフスハーと口語であるアーンミーヤに分かれており、アーンミーヤはさらに多数の方言にわかれている。国連の公用語は、英語、フランス語、ロシア語、中国語、スペイン語、アラビア語の6つであるが、これは安全保障理事会の常任理事国の言語に、広大な共通言語圏を持つスペイン語とアラビア語を加えたものである。"
"18","10","97718531","言語","{'dt': None, 'h2': '話者数の統計順位', 'h3': '言語と国家', 'h4': None}","言語は国家を成立させるうえでの重要な要素であり、カナダにおける英語とフランス語や、ベルギーにおけるオランダ語とフランス語のように、異なる言語間の対立がしばしば言語戦争と呼ばれるほどに激化して独立問題に発展し、国家に大きな影響を及ぼすことも珍しくない。東パキスタンのように、西パキスタンの言語であるウルドゥー語の公用語化に反発してベンガル語を同格の国語とすることを求めたことから独立運動が起き、最終的にバングラデシュとして独立したような例もある。こうした場合、言語圏別に大きな自治権を与えたり、国家の公用語を複数制定したりすることなどによって少数派言語話者の不満をなだめる政策はよく用いられる。言語圏に強い自治権を与える典型例はベルギーで、同国では1970年に言語共同体が設立され、数度の変更を経てフラマン語共同体、フランス語共同体、ドイツ語共同体の3つの言語共同体の併存する連邦国家となった。公用語を複数制定する例ではスイスが典型的であり、それまでドイツ語のみであった公用語が1848年の憲法によってドイツ語・フランス語・イタリア語の三公用語制となり、さらに1938年にはロマンシュ語が国語とされた。この傾向が特に強いのはインドであり、1956年以降それまでの地理的な区分から同系統の言語を用いる地域へと州を再編する、いわゆる「言語州」政策を取っている。"
"19","10","97718531","言語","{'dt': None, 'h2': '話者数の統計順位', 'h3': '公用語、共通語、民族語', 'h4': None}","国家における言語の構造は、公用語-共通語-民族語(部族語、方言)の三層の構造からなっている。もっとも、公用語と共通語、また三層すべてが同じ言語である場合はその分だけ層の数は減少する。日本を例にとれば、各地方ではその地方の方言を使っている。つまり、同じ地方のコミュニティ内で通用する言語を使用している。これが他地方から来た人を相手にする場合となると、いわゆる標準語を使用することとなる。日本では他に有力な言語集団が存在しないため、政府関係の文書にも日本標準語がそのまま使用される。つまり、共通語と公用語が同一であるため、公用語-方言の二層構造となっている。公用語と共通語は分離していない国家も多いが、アフリカ大陸の諸国家においてはこの三層構造が明確にあらわれている。これらの国においては、政府関係の公用語は旧宗主国の言語が使用されている。学校教育もこの言語で行われるが、民族語とかけ離れた存在であることもあり国民の中で使用できる層はさほど多くない。この穴を埋めるために、各地域においては共通語が話されている。首都がある地域の共通語が強大化し、国の大部分を覆うようになることも珍しくない。しかし文法の整備などの遅れや、国内他言語話者の反対、公用語の使用能力がエリート層の権力の源泉となっているなどの事情によって、共通語が公用語化はされないことがほとんどである。その下に各民族の民族語が存在する。"
"20","10","97718531","言語","{'dt': None, 'h2': '言語の生物学', 'h3': None, 'h4': None}","詳細は心理言語学及び、神経言語学を参照言語機能は基本的にヒトに固有のものであるため、言語の研究には少数の例外を除き動物モデルを作りにくい。そのため、脳梗塞などで脳の局所が破壊された症例での研究や、被験者に2つの単語を呈示しその干渉効果を研究するなどの心理学的研究が主になされてきたが、1980年代後半より脳機能イメージング研究が手法に加わり、被験者がさまざまな言語課題を行っているときの脳活動を視覚化できるようになった。"
"21","10","97718531","言語","{'dt': None, 'h2': '言語の生物学', 'h3': '言語に関する脳の領域', 'h4': None}","古典的なブローカ領域、ウェルニッケ領域のほか、シルヴィウス裂を囲む広い範囲(縁上回、角回、一次・二次聴覚野、一次運動野、体性感覚野、左前頭前野、左下側頭回)にわたっている。脳梗塞などで各部が損傷されると、それぞれ違ったタイプの失語が出現する。例えば左前頭前野付近の損傷で生じるブローカ失語は運動失語であり、自発語は非流暢性となり復唱、書字も障害される。左側頭葉付近の障害で生じるウェルニッケ失語は感覚失語であり自発語は流暢であるが、言語理解や復唱が障害され、文字による言語理解も不良である。ほとんどの右利きの人では、単語、文法、語彙などの主要な言語機能は左半球優位である。しかし声の抑揚(プロソディ)の把握、比喩の理解については右半球優位であると言われている。文字の認識には左紡錘状回、中・下後頭回が関与するが、漢字(表意文字)とひらがな(表音文字)で活動する部位が異なると言われている。"
"22","10","97718531","言語","{'dt': None, 'h2': '言語の生物学', 'h3': 'ヒトの発達における言語機能の獲得', 'h4': None}","これも多方面から研究されている。個人の言語能力は、読字障害、ウィリアムズ症候群、自閉症などのように全体的な知的能力とは乖離することがあり、個体発生やヒトの進化における言語の起源などにヒントを与えている。また、ヒトは環境の中で聴取する音声から自力で文法などの規則を見出し学習する機能を生得的に備えているため、特に教わらなくても言語を学習できるとする生得論という考えも存在する。最近の近赤外線分光法を用いた研究において、生後2から5日の新生児が逆再生よりも順再生の声を聞いたほうが、あるいは外国語より母国語を聞いたときの方が聴覚皮質の血流増加が大きかったと報告されており、出産前から母体内で言語を聴いていることが示唆される。"
"23","100","98020396","インドネシア","{'dt': 'Republik Indonesia\xa0(インドネシア語)', 'h2': None, 'h3': None, 'h4': None}","国の標語:Bhinneka Tunggal lka 古ジャワ語: 多様性の中の統一国歌:Indonesia Raya(インドネシア語)偉大なるインドネシアインドネシア共和国(インドネシアきょうわこく、インドネシア語: Republik Indonesia)、通称インドネシアは、東南アジア南部に位置する共和制国家である。首都はジャワ島に位置するジャカルタ首都特別州。5110キロメートルと東西に非常に長く連り、赤道にまたがる地域に1万7000を超える島嶼を抱える、世界最大の群島国家である。島嶼国家であるため、その広大な領域に対して陸上の国境線で面しているのは、ティモール島における東ティモール、カリマンタン島(ボルネオ島)におけるマレーシア、ニューギニア島におけるパプアニューギニアの3国だけである。海を隔てて近接している国家は、パラオ、インド(アンダマン・ニコバル諸島)、フィリピン、シンガポール、オーストラリアなど。南シナ海南部にあるインドネシア領ナトゥナ諸島はインドシナ半島や領有権主張が競合するスプラトリー諸島と向かい合う。東南アジア諸国連合 (ASEAN) の盟主とされ、ASEAN本部が首都ジャカルタにある。そのため、2009年以降はアメリカや中国など50か国あまりのASEAN大使がジャカルタに常駐しており、日本も2011年よりジャカルタにASEAN日本政府代表部を開設し、大使を常駐させている。東南アジアから唯一G20に参加している。人口は2億7000万人を超える世界第4位の規模であり、また世界最大のムスリム人口を有する国家としても知られている。国の公用語はインドネシア語である。"
"24","100","98020396","インドネシア","{'dt': None, 'h2': '国名', 'h3': None, 'h4': None}","正式名称は Republik Indonesia (インドネシア語: レプブリク・インドネシア)、略称は RI(インドネシア語: エール・イー)。公式の英語表記はRepublic of Indonesia、略称は Indonesia ([ˌɪndoʊˈniːziə] または [ˌɪndəˈniːʒə])。日本語表記はインドネシア共和国、略称はインドネシア。漢字表記は印度尼西亜、略称は印尼。国名インドネシア(Indonesia)のネシア(nesia)は諸島を意味する接尾辞。ギリシャ語で島を意味するネソス (nesos) の複数形ネシオイ (nesioi) に由来する。オランダ領東インド時代の1920年代に定着した。"
"25","100","98020396","インドネシア","{'dt': None, 'h2': '国旗', 'h3': None, 'h4': None}","インドネシアの国旗は上部に赤、下部に白の2色で構成された長方形で、縦と横の比率が1:2である。モナコ公国の国旗と類似しているが、こちらは縦横比が4:5と異なる。国章は、「ガルーダ・パンチャシラ」と呼ばれる。ガルーダはインド神話に登場する伝説上の鳥で、ヴィシュヌ神の乗り物と言われる。鷹のような図柄である。尾の付け根の羽毛は19枚、首の羽毛は45枚で、尾の羽毛は8枚、翼の羽毛は左右それぞれに17枚ずつあり、独立宣言をした1945年8月17日の数字を表している。"
"26","100","98020396","インドネシア","{'dt': None, 'h2': '歴史', 'h3': None, 'h4': None}","先史時代は、様々な出土品から石器時代と金属器時代の2つに大きく分けることができる。"
"27","100","98020396","インドネシア","{'dt': None, 'h2': '歴史', 'h3': '石器時代', 'h4': None}","人類が使用する色々の道具を石器で作っていた時代である。なお当時は、石器のみではなく、竹や木からの利器や器具、道具が作られていた。この石器時代をさらに旧石器時代、中石器時代、新石器時代、巨大石器時代の4つに分けることができる。"
"28","100","98020396","インドネシア","{'dt': None, 'h2': '歴史', 'h3': '王国時代', 'h4': None}","オーストロネシア人は後にインドネシアとなる地域に住んでいました 、紀元前1世紀ごろから来航するインド商人の影響を受けてヒンドゥー教文化を取り入れ、5世紀ごろから王国を建国していった。諸王国はインドと中国をつなぐ中継貿易の拠点として栄え、シュリーヴィジャヤ王国、シャイレーンドラ朝 、古マタラム王国、クディリ王国、シンガサリ王国、マジャパヒト王国などの大国が興亡した。12世紀以降はムスリム商人がもたらしたイスラム教が広まり、人々のイスラム化が進んだ。"
"29","100","98020396","インドネシア","{'dt': None, 'h2': '歴史', 'h3': 'オランダ統治開始', 'h4': None}","大航海時代の16世紀になると、香辛料貿易の利を求めてヨーロッパのポルトガル、イギリス(英国)、オランダが相次いで来航。17世紀にはバタヴィア(ジャカルタ)を本拠地としたオランダ東インド会社による覇権が確立された。東インド会社により搾取され続けていたインドネシアであったが、オランダはインドネシアの民衆が結束しないよう、320種以上あった種族語をまとめた共通語を作ることを禁じた。また、一切の集会や路上で3人以上が立ち話することも禁止され、その禁止を破ると「反乱罪」で処罰された。オランダは一部の現地人をキリスト教に改宗させ優遇することで彼らに間接統治させたり、搾取をする経済の流通は華僑に担わせたりしていた。オランダ人は18世紀のマタラム王国の分割支配によりジャワ島、19世紀のアチェ戦争によりスマトラ島のほとんどを支配するようになる。"
"30","100","98020396","インドネシア","{'dt': None, 'h2': '歴史', 'h3': 'オランダ統治開始', 'h4': None}","この結果、1799年にオランダ東インド会社が解散され、1800年にはポルトガル領東ティモールを除く東インド諸島の全てがオランダ領東インドとなり、ほぼ現在のインドネシアの領域全体がオランダ本国政府の直接統治下に入った。ただし、オランダ(ネーデルラント連邦共和国)は1795年にフランス革命戦争でフランス軍に占領されて滅亡。バタヴィア共和国(1795年-1806年)、ホラント王国(1806年-1810年)と政体を変遷した。インドネシアは、1811年から1815年のネーデルラント連合王国建国まで英国領であった。1819年、イギリスのトーマス・ラッフルズがシンガポールの地政学上の重要性に着目し、ジョホール王国の内紛に乗じてイギリス東インド会社の勢力下に獲得したことにオランダが反発。1824年に英蘭協約が締結され、オランダ領東インドの領域が確定した。日本は南進論の影響もあり、1925年には田邊宗英らの発起の三ツ引商事などがスラバヤへ進出している。"
"31","100","98020396","インドネシア","{'dt': None, 'h2': '歴史', 'h3': '独立運動', 'h4': None}","オランダによる過酷な植民地支配下で、20世紀初頭には東インド諸島の住民による民族意識が芽生えた。ジャワ島では、1908年5月20日にブディ・ウトモが結成され、植民地政府と協調しつつ、原住民の地位向上を図る活動に取り組んだ。設立日である5月20日は「民族覚醒の日」と定められている。1910年代にはイスラームを紐帯とするサレカット・イスラームが東インドで大規模な大衆動員に成功し、1920年代にはインドネシア共産党が労働運動を通じて植民地政府と鋭く対立した。この地の民族主義運動が最高潮を迎えるのは、1927年のスカルノによるインドネシア国民党の結成と、1928年の『青年の誓い』である。インドネシア国民党の運動は民族の独立(ムルデカ)を掲げ、『青年の誓い』では唯一の祖国・インドネシア、唯一の民族・インドネシア民族、唯一の言語・インドネシア語が高らかに宣言された。しかし、インドネシア共産党は1927年末から1928年にかけて反乱を起こしたことで政府により弾圧され、スカルノやハッタが主導する民族主義運動も、オランダの植民地政府によって非合法化された。スカルノらの民族主義運動家はオランダにより逮捕され、拷問を受けた末に長く流刑生活を送ることになり、以後の民族主義運動は冬の時代を迎えることになった。"
